INDEX,RCR,DATE,TIME,VALID,LATITUDE,N/S,LONGITUDE,E/W,HEIGHT,SPEED,DISTANCE
367,T,19/01/2020,11:50:45,Unknown,57.927945,N,-3.87618,W,550,0,319.283047
368,T,19/01/2020,11:50:59,Unknown,57.934485,N,-3.883767,W,560,0,320.138092
369,T,19/01/2020,11:51:12,Unknown,57.940535,N,-3.890621,W,562,0,320.923982
370,T,19/01/2020,11:51:25,Unknown,57.946597,N,-3.897196,W,562,0,321.702631
371,T,19/01/2020,11:51:38,Unknown,57.952487,N,-3.904197,W,556,0,322.477838
372,T,19/01/2020,11:51:51,Unknown,57.958431,N,-3.911665,W,541,0,323.273064
373,T,19/01/2020,11:52:02,Unknown,57.963475,N,-3.917729,W,549,0,323.939035
374,T,19/01/2020,11:52:13,Unknown,57.968318,N,-3.923527,W,553,0,324.577667
375,T,19/01/2020,11:52:23,Unknown,57.972892,N,-3.928567,W,546,0,325.167413
376,T,19/01/2020,11:52:34,Unknown,57.978208,N,-3.933636,W,547,0,325.830541
377,T,19/01/2020,11:52:44,Unknown,57.983008,N,-3.937667,W,553,0,326.415448
378,T,19/01/2020,11:54:47,Unknown,57.989054,N,-3.885481,W,578,0,329.567802
379,T,19/01/2020,11:55:00,Unknown,57.982679,N,-3.877822,W,586,0,330.40917
380,T,19/01/2020,11:55:12,Unknown,57.976678,N,-3.870559,W,601,0,331.202921
381,T,19/01/2020,11:55:22,Unknown,57.97152,N,-3.864684,W,588,0,331.87372
382,T,19/01/2020,11:55:35,Unknown,57.964669,N,-3.857051,W,588,0,332.759579
383,T,19/01/2020,11:55:46,Unknown,57.958694,N,-3.850397,W,578,0,333.532114
384,T,19/01/2020,11:55:58,Unknown,57.952574,N,-3.842868,W,588,0,334.345675
385,T,19/01/2020,11:56:10,Unknown,57.946183,N,-3.835601,W,573,0,335.176606
386,T,19/01/2020,11:56:24,Unknown,57.938709,N,-3.827177,W,575,0,336.146121
387,T,19/01/2020,11:56:37,Unknown,57.931726,N,-3.819283,W,574,0,337.052703
388,T,19/01/2020,11:56:50,Unknown,57.924909,N,-3.81164,W,578,0,337.93586
389,T,19/01/2020,11:57:03,Unknown,57.918136,N,-3.803693,W,583,0,338.82423
390,T,19/01/2020,11:57:16,Unknown,57.911465,N,-3.795595,W,567,0,339.707836
391,T,19/01/2020,11:57:29,Unknown,57.904897,N,-3.787608,W,555,0,340.578301
392,T,19/01/2020,11:57:39,Unknown,57.899998,N,-3.781291,W,558,0,341.239382
393,T,19/01/2020,11:57:51,Unknown,57.894227,N,-3.774094,W,563,0,342.010095
394,T,19/01/2020,11:58:05,Unknown,57.887373,N,-3.765996,W,549,0,342.911057
395,T,19/01/2020,11:58:18,Unknown,57.881089,N,-3.758424,W,550,0,343.741811
396,T,19/01/2020,11:58:31,Unknown,57.874929,N,-3.751007,W,549,0,344.556038
397,T,19/01/2020,11:58:42,Unknown,57.869628,N,-3.74509,W,545,0,345.242277
398,T,19/01/2020,11:58:56,Unknown,57.863015,N,-3.737188,W,566,0,346.114534
399,T,19/01/2020,11:59:10,Unknown,57.856552,N,-3.729276,W,559,0,346.973122
400,T,19/01/2020,11:59:21,Unknown,57.851539,N,-3.72261,W,574,0,347.656718
401,T,19/01/2020,11:59:30,Unknown,57.847355,N,-3.717633,W,573,0,348.207958
402,T,19/01/2020,11:59:41,Unknown,57.842248,N,-3.711736,W,574,0,348.875231
403,T,19/01/2020,11:59:53,Unknown,57.836711,N,-3.705207,W,576,0,349.602961
404,T,19/01/2020,12:00:03,Unknown,57.831939,N,-3.700157,W,565,0,350.212686
405,T,19/01/2020,12:00:14,Unknown,57.826663,N,-3.694242,W,562,0,350.896688
406,T,19/01/2020,12:00:28,Unknown,57.819747,N,-3.68664,W,554,0,351.788774
407,T,19/01/2020,12:00:42,Unknown,57.813067,N,-3.679079,W,565,0,352.657069
408,T,19/01/2020,12:00:53,Unknown,57.807859,N,-3.672738,W,575,0,353.348095
409,T,19/01/2020,12:01:05,Unknown,57.802245,N,-3.666344,W,568,0,354.07911
410,T,19/01/2020,12:01:18,Unknown,57.795993,N,-3.658967,W,569,0,354.901225
411,T,19/01/2020,12:01:31,Unknown,57.78966,N,-3.651833,W,570,0,355.723519
412,T,19/01/2020,12:01:44,Unknown,57.783343,N,-3.645037,W,582,0,356.534154
413,T,19/01/2020,12:01:57,Unknown,57.777157,N,-3.638116,W,587,0,357.335987
414,T,19/01/2020,12:02:08,Unknown,57.772053,N,-3.632532,W,594,0,357.993784
415,T,19/01/2020,12:02:24,Unknown,57.764626,N,-3.6238,W,579,0,358.969657
416,T,19/01/2020,12:02:35,Unknown,57.759482,N,-3.617556,W,571,0,359.651843
417,T,19/01/2020,12:02:46,Unknown,57.754341,N,-3.611425,W,573,0,360.330155
418,T,19/01/2020,12:03:00,Unknown,57.747843,N,-3.603856,W,567,0,361.181847
419,T,19/01/2020,12:03:12,Unknown,57.742234,N,-3.597244,W,552,0,361.919525
420,T,19/01/2020,12:03:24,Unknown,57.736614,N,-3.590605,W,544,0,362.659128
421,T,19/01/2020,12:03:41,Unknown,57.72874,N,-3.581156,W,533,0,363.700117
422,T,19/01/2020,12:03:55,Unknown,57.7222,N,-3.573735,W,534,0,364.551357
423,T,19/01/2020,12:04:06,Unknown,57.717245,N,-3.56816,W,560,0,365.194861
424,T,19/01/2020,12:04:18,Unknown,57.712115,N,-3.561941,W,563,0,365.875204
425,T,19/01/2020,12:04:28,Unknown,57.707624,N,-3.556595,W,562,0,366.467654
426,T,19/01/2020,12:04:39,Unknown,57.702626,N,-3.550643,W,569,0,367.127103
427,T,19/01/2020,12:04:52,Unknown,57.696586,N,-3.543611,W,574,0,367.918968
428,T,19/01/2020,12:05:03,Unknown,57.691514,N,-3.537538,W,570,0,368.589286
429,T,19/01/2020,12:05:12,Unknown,57.687401,N,-3.532843,W,577,0,369.125637
430,T,19/01/2020,12:05:27,Unknown,57.68027,N,-3.525174,W,578,0,370.041298
431,T,19/01/2020,12:05:38,Unknown,57.674942,N,-3.519663,W,576,0,370.719075
432,T,19/01/2020,12:05:46,Unknown,57.670879,N,-3.515815,W,574,0,371.22606
433,T,19/01/2020,12:05:51,Unknown,57.668479,N,-3.514365,W,583,0,371.506825
434,T,19/01/2020,09:45:33,Unknown,57.699465,N,-3.492267,W,511,0,375.198348
435,T,19/01/2020,09:45:47,Unknown,57.705514,N,-3.49907,W,497,0,375.983942
436,T,19/01/2020,09:45:59,Unknown,57.71057,N,-3.504712,W,508,0,376.639204
437,T,19/01/2020,09:46:12,Unknown,57.715781,N,-3.510656,W,529,0,377.31848
438,T,19/01/2020,09:46:26,Unknown,57.721462,N,-3.517197,W,523,0,378.060887
439,T,19/01/2020,09:46:42,Unknown,57.728181,N,-3.525101,W,521,0,378.944169
440,T,19/01/2020,09:46:56,Unknown,57.734117,N,-3.531955,W,525,0,379.720427
441,T,19/01/2020,09:47:11,Unknown,57.740651,N,-3.539192,W,526,0,380.565409
442,T,19/01/2020,09:47:26,Unknown,57.747069,N,-3.546677,W,525,0,381.406955
443,T,19/01/2020,09:47:41,Unknown,57.753482,N,-3.554072,W,528,0,382.245168
444,T,19/01/2020,09:47:56,Unknown,57.759928,N,-3.561611,W,524,0,383.090967
445,T,19/01/2020,09:48:09,Unknown,57.765632,N,-3.568069,W,529,0,383.832746
446,T,19/01/2020,09:48:23,Unknown,57.771708,N,-3.575127,W,524,0,384.628416
447,T,19/01/2020,09:48:37,Unknown,57.777806,N,-3.582081,W,522,0,385.4229
448,T,19/01/2020,09:48:52,Unknown,57.784363,N,-3.589517,W,526,0,386.27587
449,T,19/01/2020,09:49:07,Unknown,57.790787,N,-3.596841,W,537,0,387.112692
450,T,19/01/2020,09:49:23,Unknown,57.797597,N,-3.604663,W,526,0,388.001539
451,T,19/01/2020,09:49:40,Unknown,57.804859,N,-3.613258,W,534,0,388.957281
452,T,19/01/2020,09:49:56,Unknown,57.811627,N,-3.621309,W,533,0,389.849253
453,T,19/01/2020,09:50:09,Unknown,57.817315,N,-3.627863,W,526,0,390.592184
454,T,19/01/2020,09:50:22,Unknown,57.823252,N,-3.634746,W,516,0,391.368916
455,T,19/01/2020,09:50:35,Unknown,57.829223,N,-3.641515,W,520,0,392.145322
456,T,19/01/2020,09:50:50,Unknown,57.83606,N,-3.649398,W,515,0,393.038371
457,T,19/01/2020,09:51:06,Unknown,57.843428,N,-3.658005,W,517,0,394.004207
458,T,19/01/2020,09:51:20,Unknown,57.849681,N,-3.665325,W,524,0,394.82432
459,T,19/01/2020,09:51:32,Unknown,57.855162,N,-3.671608,W,519,0,395.539009
460,T,19/01/2020,09:51:47,Unknown,57.86214,N,-3.679627,W,517,0,396.449462
461,T,19/01/2020,09:52:02,Unknown,57.869126,N,-3.687621,W,510,0,397.359869
462,T,19/01/2020,09:52:14,Unknown,57.874693,N,-3.694187,W,514,0,398.091409
463,T,19/01/2020,09:52:27,Unknown,57.880665,N,-3.701086,W,521,0,398.871608
464,T,19/01/2020,09:52:42,Unknown,57.8875,N,-3.708847,W,516,0,399.760362
465,T,19/01/2020,09:52:58,Unknown,57.89472,N,-3.717596,W,511,0,400.716378
466,T,19/01/2020,09:53:11,Unknown,57.90071,N,-3.724414,W,510,0,401.495678
467,T,19/01/2020,09:53:30,Unknown,57.909405,N,-3.734286,W,511,0,402.626084
468,T,19/01/2020,09:53:44,Unknown,57.915848,N,-3.741711,W,511,0,403.46704
469,T,19/01/2020,09:53:59,Unknown,57.922814,N,-3.749674,W,514,0,404.374215
470,T,19/01/2020,09:54:15,Unknown,57.930146,N,-3.758223,W,522,0,405.334194
471,T,19/01/2020,09:54:30,Unknown,57.937037,N,-3.766285,W,513,0,406.237216
472,T,19/01/2020,09:54:44,Unknown,57.943553,N,-3.773799,W,511,0,407.087673
473,T,19/01/2020,09:54:57,Unknown,57.949569,N,-3.780618,W,516,0,407.869205
474,T,19/01/2020,09:55:13,Unknown,57.956939,N,-3.78874,W,509,0,408.819604
475,T,19/01/2020,09:55:26,Unknown,57.962796,N,-3.795532,W,511,0,409.5851
476,T,19/01/2020,09:55:41,Unknown,57.969357,N,-3.803346,W,511,0,410.448995
477,T,19/01/2020,09:55:55,Unknown,57.975556,N,-3.810425,W,515,0,411.255747
478,T,19/01/2020,09:56:09,Unknown,57.981741,N,-3.817696,W,523,0,412.067066
479,T,19/01/2020,09:56:24,Unknown,57.988492,N,-3.825295,W,531,0,412.942214
480,T,19/01/2020,09:56:37,Unknown,57.99433,N,-3.832114,W,532,0,413.706574
481,T,19/01/2020,09:56:49,Unknown,57.999809,N,-3.838495,W,533,0,414.423312
482,T,19/01/2020,09:57:00,Unknown,58.004866,N,-3.844403,W,535,0,415.08539
483,T,19/01/2020,09:59:09,Unknown,58.040815,N,-3.824826,W,533,0,419.25031
484,T,19/01/2020,09:59:23,Unknown,58.034857,N,-3.817915,W,509,0,420.028608
485,T,19/01/2020,09:59:33,Unknown,58.030407,N,-3.812662,W,502,0,420.612763
486,T,19/01/2020,09:59:45,Unknown,58.025198,N,-3.806434,W,513,0,421.299063
487,T,19/01/2020,09:59:59,Unknown,58.019168,N,-3.799648,W,521,0,422.080498
488,T,19/01/2020,10:00:11,Unknown,58.014144,N,-3.793641,W,519,0,422.742484
489,T,19/01/2020,10:00:23,Unknown,58.009057,N,-3.787737,W,506,0,423.40724
490,T,19/01/2020,10:00:37,Unknown,58.003103,N,-3.780909,W,512,0,424.182794
491,T,19/01/2020,10:00:47,Unknown,57.999065,N,-3.775969,W,513,0,424.71849
492,T,19/01/2020,10:01:00,Unknown,57.993647,N,-3.770061,W,508,0,425.415088
493,T,19/01/2020,10:01:17,Unknown,57.986675,N,-3.762084,W,505,0,426.322786
494,T,19/01/2020,10:01:33,Unknown,57.980175,N,-3.754532,W,513,0,427.172615
495,T,19/01/2020,10:01:44,Unknown,57.975806,N,-3.749257,W,510,0,427.750101
496,T,19/01/2020,10:01:59,Unknown,57.969684,N,-3.742733,W,517,0,428.532906
497,T,19/01/2020,10:02:14,Unknown,57.963648,N,-3.736356,W,519,0,429.303137
498,T,19/01/2020,10:02:30,Unknown,57.957352,N,-3.729475,W,524,0,430.113285
499,T,19/01/2020,10:02:49,Unknown,57.949849,N,-3.721123,W,527,0,431.083323
500,T,19/01/2020,10:03:06,Unknown,57.943143,N,-3.713471,W,524,0,431.956046
501,T,19/01/2020,10:03:20,Unknown,57.93752,N,-3.706874,W,516,0,432.693451
502,T,19/01/2020,10:03:35,Unknown,57.931485,N,-3.700076,W,518,0,433.47623
503,T,19/01/2020,10:03:49,Unknown,57.926016,N,-3.69362,W,517,0,434.194738
504,T,19/01/2020,10:04:05,Unknown,57.919681,N,-3.686282,W,520,0,435.022695
505,T,19/01/2020,10:04:23,Unknown,57.912649,N,-3.677918,W,530,0,435.948628
506,T,19/01/2020,10:04:40,Unknown,57.905796,N,-3.670306,W,526,0,436.834418
507,T,19/01/2020,10:04:52,Unknown,57.900935,N,-3.66474,W,530,0,437.467826
508,T,19/01/2020,10:05:08,Unknown,57.894373,N,-3.6572,W,532,0,438.323727
509,T,19/01/2020,10:05:21,Unknown,57.888953,N,-3.651101,W,528,0,439.026763
510,T,19/01/2020,10:05:35,Unknown,57.883199,N,-3.644234,W,538,0,439.785331
511,T,19/01/2020,10:05:53,Unknown,57.87573,N,-3.635545,W,526,0,440.762983
512,T,19/01/2020,10:06:08,Unknown,57.86944,N,-3.628192,W,525,0,441.587455
513,T,19/01/2020,10:06:24,Unknown,57.862661,N,-3.620556,W,531,0,442.467173
514,T,19/01/2020,10:06:37,Unknown,57.857171,N,-3.614303,W,540,0,443.181754
515,T,19/01/2020,10:06:52,Unknown,57.850852,N,-3.6071,W,550,0,444.004454
516,T,19/01/2020,10:07:02,Unknown,57.846494,N,-3.602215,W,524,0,444.569339
517,T,19/01/2020,10:07:13,Unknown,57.841677,N,-3.596537,W,529,0,445.202352
518,T,19/01/2020,10:07:30,Unknown,57.834381,N,-3.587988,W,521,0,446.159572
519,T,19/01/2020,10:07:47,Unknown,57.827255,N,-3.579602,W,519,0,447.095687
520,T,19/01/2020,10:07:58,Unknown,57.822797,N,-3.574006,W,510,0,447.692609
521,T,19/01/2020,10:08:10,Unknown,57.817976,N,-3.568108,W,503,0,448.333143
522,T,19/01/2020,10:08:20,Unknown,57.814033,N,-3.563599,W,515,0,448.847083
523,T,19/01/2020,10:08:33,Unknown,57.80899,N,-3.557901,W,520,0,449.502318
524,T,19/01/2020,10:08:46,Unknown,57.804013,N,-3.552139,W,525,0,450.153272
525,T,19/01/2020,10:09:00,Unknown,57.798459,N,-3.54605,W,526,0,450.869312
526,T,19/01/2020,10:09:13,Unknown,57.793208,N,-3.540409,W,521,0,451.542863
527,T,19/01/2020,10:09:29,Unknown,57.786921,N,-3.533281,W,520,0,452.360604
528,T,19/01/2020,10:09:43,Unknown,57.781467,N,-3.527112,W,518,0,453.069581
529,T,19/01/2020,10:09:55,Unknown,57.776877,N,-3.521853,W,519,0,453.668337
530,T,19/01/2020,10:10:10,Unknown,57.771029,N,-3.515028,W,519,0,454.435106
531,T,19/01/2020,10:10:25,Unknown,57.765368,N,-3.508334,W,525,0,455.18015
532,T,19/01/2020,10:10:38,Unknown,57.760549,N,-3.502731,W,530,0,455.811388
533,T,19/01/2020,10:10:51,Unknown,57.755569,N,-3.497077,W,527,0,456.459524
534,T,19/01/2020,10:11:02,Unknown,57.751239,N,-3.492109,W,523,0,457.024689
535,T,19/01/2020,10:11:19,Unknown,57.74454,N,-3.484609,W,527,0,457.893373
536,T,19/01/2020,10:11:34,Unknown,57.738516,N,-3.477991,W,532,0,458.670744
537,T,19/01/2020,10:11:46,Unknown,57.73371,N,-3.472388,W,529,0,459.300894
538,T,19/01/2020,10:12:00,Unknown,57.728057,N,-3.465895,W,521,0,460.039082
539,T,19/01/2020,10:12:12,Unknown,57.723207,N,-3.460178,W,531,0,460.677029
540,T,19/01/2020,10:12:24,Unknown,57.718396,N,-3.45488,W,528,0,461.298335
541,T,19/01/2020,10:12:38,Unknown,57.712589,N,-3.448491,W,522,0,462.048131
542,T,19/01/2020,10:12:52,Unknown,57.706862,N,-3.441826,W,517,0,462.798814
543,T,19/01/2020,10:14:52,Unknown,57.714715,N,-3.38938,W,517,0,466.03778
544,T,19/01/2020,10:15:04,Unknown,57.719475,N,-3.395438,W,518,0,466.678488
545,T,19/01/2020,10:15:16,Unknown,57.724377,N,-3.40134,W,524,0,467.32724
546,T,19/01/2020,10:15:29,Unknown,57.729794,N,-3.407643,W,516,0,468.03716
547,T,19/01/2020,10:15:42,Unknown,57.735352,N,-3.413987,W,513,0,468.7617
548,T,19/01/2020,10:15:57,Unknown,57.74166,N,-3.421343,W,519,0,469.588828
549,T,19/01/2020,10:16:12,Unknown,57.747898,N,-3.428717,W,520,0,470.40988
550,T,19/01/2020,10:16:26,Unknown,57.753764,N,-3.43574,W,526,0,471.18476
551,T,19/01/2020,10:16:39,Unknown,57.759261,N,-3.442187,W,520,0,471.906606
552,T,19/01/2020,10:16:54,Unknown,57.765818,N,-3.449449,W,517,0,472.754392
553,T,19/01/2020,10:17:06,Unknown,57.771043,N,-3.455448,W,513,0,473.436423
554,T,19/01/2020,10:17:24,Unknown,57.77876,N,-3.464357,W,525,0,474.445207
555,T,19/01/2020,10:17:41,Unknown,57.786156,N,-3.472757,W,527,0,475.407697
556,T,19/01/2020,10:17:54,Unknown,57.79162,N,-3.479113,W,528,0,476.123385
557,T,19/01/2020,10:18:09,Unknown,57.798043,N,-3.486614,W,528,0,476.965566
558,T,19/01/2020,10:18:24,Unknown,57.804404,N,-3.493904,W,533,0,477.795267
559,T,19/01/2020,10:18:40,Unknown,57.811092,N,-3.501557,W,544,0,478.667214
560,T,19/01/2020,10:18:54,Unknown,57.816996,N,-3.508413,W,541,0,479.440012
561,T,19/01/2020,10:19:07,Unknown,57.822574,N,-3.514845,W,532,0,480.168705
562,T,19/01/2020,10:19:24,Unknown,57.830033,N,-3.523393,W,527,0,481.141426
563,T,19/01/2020,10:19:39,Unknown,57.836618,N,-3.530902,W,534,0,481.998973
564,T,19/01/2020,10:19:55,Unknown,57.843588,N,-3.539011,W,535,0,482.911595
565,T,19/01/2020,10:20:12,Unknown,57.85111,N,-3.547757,W,534,0,483.89628
566,T,19/01/2020,10:20:32,Unknown,57.859948,N,-3.558118,W,538,0,485.05582
567,T,19/01/2020,10:20:48,Unknown,57.867005,N,-3.566135,W,527,0,485.9737
568,T,19/01/2020,10:21:02,Unknown,57.87322,N,-3.57311,W,526,0,486.779421
569,T,19/01/2020,10:21:16,Unknown,57.879438,N,-3.580267,W,534,0,487.590964
570,T,19/01/2020,10:21:30,Unknown,57.885543,N,-3.587489,W,535,0,488.393804
571,T,19/01/2020,10:21:44,Unknown,57.891672,N,-3.594606,W,537,0,489.195591
572,T,19/01/2020,10:21:57,Unknown,57.89736,N,-3.601144,W,538,0,489.937576
573,T,19/01/2020,10:22:12,Unknown,57.903757,N,-3.608754,W,525,0,490.780048
574,T,19/01/2020,10:22:27,Unknown,57.910453,N,-3.616431,W,528,0,491.652839
575,T,19/01/2020,10:22:42,Unknown,57.917092,N,-3.624073,W,526,0,492.519093
576,T,19/01/2020,10:22:59,Unknown,57.924612,N,-3.632812,W,522,0,493.502812
577,T,19/01/2020,10:23:14,Unknown,57.931228,N,-3.640397,W,528,0,494.365037
578,T,19/01/2020,10:23:29,Unknown,57.937843,N,-3.647955,W,534,0,495.226291
579,T,19/01/2020,10:23:45,Unknown,57.94488,N,-3.655958,W,528,0,496.141311
580,T,19/01/2020,10:23:59,Unknown,57.951013,N,-3.663056,W,526,0,496.942525
581,T,19/01/2020,10:24:12,Unknown,57.956751,N,-3.669637,W,526,0,497.690259
582,T,19/01/2020,10:24:26,Unknown,57.962854,N,-3.67671,W,523,0,498.487775
583,T,19/01/2020,10:24:41,Unknown,57.969499,N,-3.684416,W,517,0,499.356231
584,T,19/01/2020,10:24:56,Unknown,57.976191,N,-3.691963,W,526,0,500.22425
585,T,19/01/2020,10:25:12,Unknown,57.983055,N,-3.699921,W,526,0,501.121178
586,T,19/01/2020,10:25:28,Unknown,57.989887,N,-3.707911,W,528,0,502.016008
587,T,19/01/2020,10:25:44,Unknown,57.996718,N,-3.715852,W,536,0,502.909185
588,T,19/01/2020,10:26:00,Unknown,58.003507,N,-3.723771,W,538,0,503.797657
589,T,19/01/2020,10:26:16,Unknown,58.010377,N,-3.73172,W,545,0,504.69469
590,T,19/01/2020,10:26:29,Unknown,58.015973,N,-3.738136,W,545,0,505.423528
591,T,19/01/2020,10:26:43,Unknown,58.022172,N,-3.745043,W,552,0,506.224795
592,T,19/01/2020,10:26:56,Unknown,58.027757,N,-3.751586,W,553,0,506.956434
593,T,19/01/2020,10:27:12,Unknown,58.034665,N,-3.759579,W,545,0,507.858263
594,T,19/01/2020,10:27:26,Unknown,58.040737,N,-3.766751,W,534,0,508.655449
595,T,19/01/2020,10:27:42,Unknown,58.0477,N,-3.775115,W,532,0,509.573943
596,T,19/01/2020,10:27:56,Unknown,58.053845,N,-3.782463,W,527,0,510.383446
597,T,19/01/2020,10:28:09,Unknown,58.059652,N,-3.789165,W,525,0,511.140863
598,T,19/01/2020,10:29:55,Unknown,58.072588,N,-3.744307,W,528,0,514.149208
599,T,19/01/2020,10:30:10,Unknown,58.066124,N,-3.736577,W,533,0,515.000628
600,T,19/01/2020,10:30:22,Unknown,58.060966,N,-3.730398,W,537,0,515.680388
601,T,19/01/2020,10:30:36,Unknown,58.054953,N,-3.723441,W,534,0,516.465202
602,T,19/01/2020,10:30:48,Unknown,58.049792,N,-3.717404,W,524,0,517.140868
603,T,19/01/2020,10:31:03,Unknown,58.043296,N,-3.70978,W,513,0,517.992137
604,T,19/01/2020,10:31:15,Unknown,58.038119,N,-3.703614,W,521,0,518.673403
605,T,19/01/2020,10:31:29,Unknown,58.032232,N,-3.696721,W,526,0,519.444434
606,T,19/01/2020,10:31:43,Unknown,58.026361,N,-3.689833,W,522,0,520.21383
607,T,19/01/2020,10:31:55,Unknown,58.021325,N,-3.684046,W,525,0,520.870077
608,T,19/01/2020,10:32:09,Unknown,58.015549,N,-3.677443,W,521,0,521.621732
609,T,19/01/2020,10:32:24,Unknown,58.009362,N,-3.670457,W,517,0,522.424272
610,T,19/01/2020,10:32:38,Unknown,58.003775,N,-3.663753,W,519,0,523.161257
611,T,19/01/2020,10:32:53,Unknown,57.997785,N,-3.656713,W,520,0,523.946811
612,T,19/01/2020,10:35:39,Unknown,57.99907,N,-3.595763,W,533,0,527.545271
613,T,19/01/2020,10:35:49,Unknown,58.003612,N,-3.600878,W,529,0,528.134066
614,T,19/01/2020,10:36:05,Unknown,58.010664,N,-3.60946,W,508,0,529.068122
615,T,19/01/2020,10:36:16,Unknown,58.0154,N,-3.615621,W,503,0,529.708384
616,T,19/01/2020,10:36:26,Unknown,58.019666,N,-3.620999,W,505,0,530.279413
617,T,19/01/2020,10:36:40,Unknown,58.025656,N,-3.628211,W,521,0,531.070228
618,T,19/01/2020,10:36:54,Unknown,58.031526,N,-3.635114,W,524,0,531.84
619,T,19/01/2020,10:37:06,Unknown,58.036423,N,-3.641083,W,529,0,532.488785
620,T,19/01/2020,10:37:17,Unknown,58.040852,N,-3.646253,W,533,0,533.06835
621,T,19/01/2020,10:37:30,Unknown,58.046058,N,-3.652322,W,517,0,533.749317
622,T,19/01/2020,10:37:43,Unknown,58.051403,N,-3.658546,W,516,0,534.448217
623,T,19/01/2020,10:37:58,Unknown,58.057538,N,-3.665916,W,510,0,535.257443
624,T,19/01/2020,10:38:12,Unknown,58.063305,N,-3.67291,W,517,0,536.020192
625,T,19/01/2020,10:38:25,Unknown,58.068674,N,-3.6794,W,535,0,536.729594
626,T,19/01/2020,10:38:37,Unknown,58.073457,N,-3.68509,W,555,0,537.358645
627,T,19/01/2020,10:38:49,Unknown,58.078256,N,-3.690637,W,547,0,537.984759
628,T,19/01/2020,10:39:03,Unknown,58.084013,N,-3.697285,W,541,0,538.735626
629,T,19/01/2020,10:39:16,Unknown,58.089491,N,-3.703519,W,534,0,539.447279
630,T,19/01/2020,10:40:59,Unknown,58.110223,N,-3.665935,W,530,0,542.643281
631,T,19/01/2020,10:41:13,Unknown,58.104391,N,-3.659875,W,526,0,543.383897
632,T,19/01/2020,10:41:23,Unknown,58.10025,N,-3.655323,W,520,0,543.916993
633,T,19/01/2020,10:41:36,Unknown,58.09492,N,-3.649151,W,512,0,544.612607
634,T,19/01/2020,10:41:50,Unknown,58.089208,N,-3.642466,W,503,0,545.360289
635,T,19/01/2020,10:42:01,Unknown,58.084676,N,-3.637393,W,490,0,545.946498
636,T,19/01/2020,10:42:13,Unknown,58.079658,N,-3.63168,W,478,0,546.598489
637,T,19/01/2020,10:42:24,Unknown,58.075248,N,-3.626585,W,485,0,547.173765
638,T,19/01/2020,10:42:38,Unknown,58.069612,N,-3.620398,W,502,0,547.899223
639,T,19/01/2020,10:42:51,Unknown,58.064379,N,-3.614631,W,509,0,548.573498
640,T,19/01/2020,10:43:05,Unknown,58.058669,N,-3.608178,W,506,0,549.314067
641,T,19/01/2020,10:43:17,Unknown,58.053877,N,-3.60256,W,510,0,549.941799
642,T,19/01/2020,10:43:31,Unknown,58.048326,N,-3.596033,W,513,0,550.669582
643,T,19/01/2020,10:43:43,Unknown,58.043607,N,-3.590406,W,517,0,551.290758
644,T,19/01/2020,10:43:57,Unknown,58.038056,N,-3.583711,W,527,0,552.023877
645,T,19/01/2020,10:44:11,Unknown,58.032489,N,-3.577092,W,531,0,552.756138
646,T,19/01/2020,10:44:24,Unknown,58.027126,N,-3.570867,W,516,0,553.456879
647,T,19/01/2020,10:44:34,Unknown,58.02315,N,-3.566078,W,521,0,553.981848
648,T,19/01/2020,10:44:44,Unknown,58.018988,N,-3.561566,W,508,0,554.516099
649,T,19/01/2020,10:44:59,Unknown,58.012939,N,-3.554772,W,513,0,555.299619
650,T,19/01/2020,10:45:12,Unknown,58.007863,N,-3.54897,W,510,0,555.960207
651,T,19/01/2020,10:48:55,Unknown,58.054159,N,-3.543598,W,519,0,561.123573
652,T,19/01/2020,10:49:08,Unknown,58.060071,N,-3.550288,W,510,0,561.890628
653,T,19/01/2020,10:49:21,Unknown,58.065844,N,-3.556911,W,510,0,562.642362
654,T,19/01/2020,10:49:36,Unknown,58.072544,N,-3.564486,W,507,0,563.511373
655,T,19/01/2020,10:49:49,Unknown,58.078323,N,-3.571177,W,524,0,564.265687
656,T,19/01/2020,10:50:02,Unknown,58.084136,N,-3.577795,W,536,0,565.020976
657,T,19/01/2020,10:50:16,Unknown,58.090366,N,-3.584952,W,548,0,565.832364
658,T,19/01/2020,10:50:31,Unknown,58.097032,N,-3.592548,W,555,0,566.698607
659,T,19/01/2020,10:50:47,Unknown,58.104135,N,-3.600885,W,562,0,567.629047
660,T,19/01/2020,10:50:57,Unknown,58.108738,N,-3.60637,W,556,0,568.234547
661,T,19/01/2020,10:51:12,Unknown,58.115888,N,-3.614781,W,546,0,569.171645
662,T,19/01/2020,10:51:26,Unknown,58.12263,N,-3.622604,W,557,0,570.051883
663,T,19/01/2020,10:53:28,Unknown,58.142163,N,-3.58262,W,483,0,573.253487
664,T,19/01/2020,10:53:34,Unknown,58.139928,N,-3.580961,W,480,0,573.520704
665,T,19/01/2020,10:53:42,Unknown,58.136994,N,-3.577804,W,482,0,573.896324
666,T,19/01/2020,10:53:56,Unknown,58.131847,N,-3.572108,W,496,0,574.559904
667,T,19/01/2020,10:54:09,Unknown,58.126997,N,-3.567046,W,500,0,575.17636
668,T,19/01/2020,10:54:23,Unknown,58.12162,N,-3.561225,W,502,0,575.865832
669,T,19/01/2020,10:54:35,Unknown,58.117003,N,-3.555843,W,517,0,576.469392
