INDEX,RCR,DATE,TIME,VALID,LATITUDE,N/S,LONGITUDE,E/W,HEIGHT,SPEED,DISTANCE
1,T,08/03/2020,10:19:03,Unknown,57.535065,N,-4.426731,W,542,0,0
2,T,08/03/2020,10:19:04,Unknown,57.534506,N,-4.426779,W,543,0,0.062275
3,T,08/03/2020,10:19:05,Unknown,57.533943,N,-4.426737,W,544,0,0.124981
4,T,08/03/2020,10:19:06,Unknown,57.53338,N,-4.426599,W,546,0,0.188227
5,T,08/03/2020,10:19:07,Unknown,57.532821,N,-4.426366,W,547,0,0.252017
6,T,08/03/2020,10:19:08,Unknown,57.532269,N,-4.426043,W,548,0,0.316403
7,T,08/03/2020,10:19:09,Unknown,57.531727,N,-4.425639,W,549,0,0.381403
8,T,08/03/2020,10:19:10,Unknown,57.531198,N,-4.425153,W,550,0,0.447111
9,T,08/03/2020,10:19:11,Unknown,57.530684,N,-4.424589,W,549,0,0.513497
10,T,08/03/2020,10:19:12,Unknown,57.530183,N,-4.423966,W,549,0,0.58051
11,T,08/03/2020,10:19:13,Unknown,57.529691,N,-4.423311,W,549,0,0.647884
12,T,08/03/2020,10:19:14,Unknown,57.529201,N,-4.422645,W,549,0,0.715377
13,T,08/03/2020,10:19:15,Unknown,57.528711,N,-4.421976,W,548,0,0.782968
14,T,08/03/2020,10:19:16,Unknown,57.528223,N,-4.421299,W,547,0,0.850755
15,T,08/03/2020,10:19:17,Unknown,57.527737,N,-4.420608,W,546,0,0.918792
16,T,08/03/2020,10:19:18,Unknown,57.527254,N,-4.419903,W,544,0,0.987093
17,T,08/03/2020,10:19:19,Unknown,57.526772,N,-4.419189,W,542,0,1.055695
18,T,08/03/2020,10:19:20,Unknown,57.526289,N,-4.418467,W,540,0,1.124617
19,T,08/03/2020,10:19:21,Unknown,57.525806,N,-4.417738,W,539,0,1.193844
20,T,08/03/2020,10:19:22,Unknown,57.525323,N,-4.417,W,537,0,1.26339
21,T,08/03/2020,10:19:23,Unknown,57.52484,N,-4.416254,W,535,0,1.333235
22,T,08/03/2020,10:19:24,Unknown,57.524359,N,-4.415495,W,534,0,1.403406
23,T,08/03/2020,10:19:25,Unknown,57.52388,N,-4.414725,W,533,0,1.47384
24,T,08/03/2020,10:19:26,Unknown,57.523401,N,-4.413948,W,533,0,1.544499
25,T,08/03/2020,10:19:27,Unknown,57.522922,N,-4.413171,W,532,0,1.615254
26,T,08/03/2020,10:19:28,Unknown,57.522442,N,-4.412395,W,531,0,1.686031
27,T,08/03/2020,10:19:29,Unknown,57.521961,N,-4.411622,W,531,0,1.756751
28,T,08/03/2020,10:19:30,Unknown,57.521481,N,-4.410851,W,531,0,1.827246
29,T,08/03/2020,10:19:31,Unknown,57.521004,N,-4.410083,W,531,0,1.897491
30,T,08/03/2020,10:19:32,Unknown,57.520529,N,-4.409317,W,531,0,1.967426
31,T,08/03/2020,10:19:33,Unknown,57.520056,N,-4.408556,W,532,0,2.037029
32,T,08/03/2020,10:19:34,Unknown,57.519584,N,-4.407803,W,532,0,2.106235
33,T,08/03/2020,10:19:35,Unknown,57.519111,N,-4.407062,W,532,0,2.175045
34,T,08/03/2020,10:19:36,Unknown,57.518637,N,-4.406333,W,531,0,2.2435
35,T,08/03/2020,10:19:37,Unknown,57.51816,N,-4.405615,W,530,0,2.311689
36,T,08/03/2020,10:19:38,Unknown,57.517682,N,-4.404909,W,528,0,2.379652
37,T,08/03/2020,10:19:39,Unknown,57.517201,N,-4.404215,W,526,0,2.447442
38,T,08/03/2020,10:19:40,Unknown,57.516716,N,-4.403533,W,524,0,2.515016
39,T,08/03/2020,10:19:41,Unknown,57.516228,N,-4.402866,W,523,0,2.582442
40,T,08/03/2020,10:19:42,Unknown,57.515738,N,-4.402209,W,522,0,2.649659
41,T,08/03/2020,10:19:43,Unknown,57.515246,N,-4.401563,W,521,0,2.716643
42,T,08/03/2020,10:19:44,Unknown,57.514753,N,-4.40093,W,520,0,2.783302
43,T,08/03/2020,10:19:45,Unknown,57.514259,N,-4.400309,W,519,0,2.849682
44,T,08/03/2020,10:19:46,Unknown,57.513764,N,-4.399699,W,518,0,2.915797
45,T,08/03/2020,10:19:47,Unknown,57.513267,N,-4.399098,W,518,0,2.981729
46,T,08/03/2020,10:19:48,Unknown,57.512771,N,-4.398504,W,517,0,3.04743
47,T,08/03/2020,10:19:49,Unknown,57.512274,N,-4.397917,W,517,0,3.112872
48,T,08/03/2020,10:19:50,Unknown,57.511781,N,-4.397331,W,517,0,3.178049
49,T,08/03/2020,10:19:51,Unknown,57.51129,N,-4.396747,W,518,0,3.24289
50,T,08/03/2020,10:19:52,Unknown,57.510802,N,-4.396168,W,519,0,3.307259
51,T,08/03/2020,10:19:53,Unknown,57.510319,N,-4.395595,W,521,0,3.371034
52,T,08/03/2020,10:19:54,Unknown,57.50984,N,-4.395029,W,523,0,3.434186
53,T,08/03/2020,10:19:55,Unknown,57.509367,N,-4.394468,W,526,0,3.496665
54,T,08/03/2020,10:19:56,Unknown,57.508898,N,-4.393911,W,529,0,3.558515
55,T,08/03/2020,10:19:57,Unknown,57.508435,N,-4.393363,W,532,0,3.619625
56,T,08/03/2020,10:19:58,Unknown,57.507977,N,-4.392821,W,535,0,3.680066
57,T,08/03/2020,10:19:59,Unknown,57.507524,N,-4.392284,W,537,0,3.73981
58,T,08/03/2020,10:20:00,Unknown,57.507076,N,-4.391754,W,540,0,3.798964
59,T,08/03/2020,10:20:01,Unknown,57.506631,N,-4.39123,W,541,0,3.857602
60,T,08/03/2020,10:20:02,Unknown,57.506188,N,-4.39071,W,543,0,3.915833
61,T,08/03/2020,10:20:03,Unknown,57.505747,N,-4.390197,W,543,0,3.973756
62,T,08/03/2020,10:20:04,Unknown,57.505305,N,-4.389691,W,543,0,4.031473
63,T,08/03/2020,10:20:05,Unknown,57.504863,N,-4.389192,W,542,0,4.089068
64,T,08/03/2020,10:20:06,Unknown,57.504419,N,-4.388696,W,541,0,4.146675
65,T,08/03/2020,10:20:07,Unknown,57.503974,N,-4.388202,W,540,0,4.204346
66,T,08/03/2020,10:20:08,Unknown,57.503528,N,-4.387709,W,539,0,4.262095
67,T,08/03/2020,10:20:09,Unknown,57.503082,N,-4.387212,W,537,0,4.319963
68,T,08/03/2020,10:20:10,Unknown,57.502636,N,-4.386711,W,536,0,4.377947
69,T,08/03/2020,10:20:11,Unknown,57.502192,N,-4.386203,W,534,0,4.43602
70,T,08/03/2020,10:20:12,Unknown,57.501749,N,-4.385687,W,532,0,4.494185
71,T,08/03/2020,10:20:13,Unknown,57.501308,N,-4.385164,W,531,0,4.552368
72,T,08/03/2020,10:20:14,Unknown,57.50087,N,-4.384635,W,530,0,4.610507
73,T,08/03/2020,10:20:15,Unknown,57.500433,N,-4.384104,W,528,0,4.668633
74,T,08/03/2020,10:20:16,Unknown,57.499997,N,-4.383572,W,526,0,4.72668
75,T,08/03/2020,10:20:17,Unknown,57.499561,N,-4.383039,W,523,0,4.784746
76,T,08/03/2020,10:20:18,Unknown,57.499124,N,-4.382507,W,521,0,4.8428
77,T,08/03/2020,10:20:19,Unknown,57.498687,N,-4.381978,W,519,0,4.900876
78,T,08/03/2020,10:20:20,Unknown,57.498249,N,-4.381451,W,516,0,4.958976
79,T,08/03/2020,10:20:21,Unknown,57.497809,N,-4.380925,W,514,0,5.017134
80,T,08/03/2020,10:20:22,Unknown,57.497367,N,-4.380403,W,512,0,5.075399
81,T,08/03/2020,10:20:23,Unknown,57.496923,N,-4.379885,W,509,0,5.133738
82,T,08/03/2020,10:20:24,Unknown,57.496476,N,-4.379373,W,507,0,5.192189
83,T,08/03/2020,10:20:25,Unknown,57.496027,N,-4.378863,W,506,0,5.25072
84,T,08/03/2020,10:20:26,Unknown,57.495577,N,-4.378357,W,505,0,5.309256
85,T,08/03/2020,10:20:27,Unknown,57.495126,N,-4.377856,W,506,0,5.367718
86,T,08/03/2020,10:20:28,Unknown,57.494676,N,-4.377353,W,507,0,5.426142
87,T,08/03/2020,10:20:29,Unknown,57.494229,N,-4.376842,W,508,0,5.48456
88,T,08/03/2020,10:20:30,Unknown,57.493784,N,-4.376324,W,509,0,5.542956
89,T,08/03/2020,10:20:31,Unknown,57.493343,N,-4.375799,W,510,0,5.601252
90,T,08/03/2020,10:20:32,Unknown,57.492905,N,-4.375265,W,511,0,5.659523
91,T,08/03/2020,10:20:33,Unknown,57.492471,N,-4.374724,W,513,0,5.717727
92,T,08/03/2020,10:20:34,Unknown,57.492037,N,-4.37418,W,514,0,5.775932
93,T,08/03/2020,10:20:35,Unknown,57.491603,N,-4.373639,W,515,0,5.834103
94,T,08/03/2020,10:20:36,Unknown,57.491169,N,-4.373102,W,516,0,5.892122
95,T,08/03/2020,10:20:37,Unknown,57.490735,N,-4.372571,W,517,0,5.949913
96,T,08/03/2020,10:20:38,Unknown,57.490301,N,-4.372047,W,517,0,6.007553
97,T,08/03/2020,10:20:39,Unknown,57.489867,N,-4.371526,W,518,0,6.065066
98,T,08/03/2020,10:20:40,Unknown,57.489433,N,-4.371008,W,518,0,6.122456
99,T,08/03/2020,10:20:41,Unknown,57.489,N,-4.370494,W,519,0,6.179652
100,T,08/03/2020,10:20:42,Unknown,57.488567,N,-4.36998,W,520,0,6.236782
101,T,08/03/2020,10:20:43,Unknown,57.488136,N,-4.369466,W,522,0,6.29374
102,T,08/03/2020,10:20:44,Unknown,57.487707,N,-4.368961,W,524,0,6.350301
103,T,08/03/2020,10:20:45,Unknown,57.487279,N,-4.368466,W,526,0,6.406437
104,T,08/03/2020,10:20:46,Unknown,57.486852,N,-4.367976,W,528,0,6.462282
105,T,08/03/2020,10:20:47,Unknown,57.486424,N,-4.367491,W,529,0,6.518069
106,T,08/03/2020,10:20:48,Unknown,57.485993,N,-4.367012,W,528,0,6.573899
107,T,08/03/2020,10:20:49,Unknown,57.48556,N,-4.366537,W,527,0,6.6299
108,T,08/03/2020,10:20:50,Unknown,57.485123,N,-4.366063,W,527,0,6.686189
109,T,08/03/2020,10:20:51,Unknown,57.484683,N,-4.365589,W,526,0,6.742766
110,T,08/03/2020,10:20:52,Unknown,57.484242,N,-4.365113,W,526,0,6.799564
111,T,08/03/2020,10:20:53,Unknown,57.483801,N,-4.364628,W,526,0,6.856577
112,T,08/03/2020,10:20:54,Unknown,57.483362,N,-4.36413,W,526,0,6.913837
113,T,08/03/2020,10:20:55,Unknown,57.482922,N,-4.363627,W,527,0,6.971292
114,T,08/03/2020,10:20:56,Unknown,57.482481,N,-4.363126,W,527,0,7.028854
115,T,08/03/2020,10:20:57,Unknown,57.482038,N,-4.362623,W,527,0,7.086571
116,T,08/03/2020,10:20:58,Unknown,57.481595,N,-4.362116,W,527,0,7.144463
117,T,08/03/2020,10:20:59,Unknown,57.481151,N,-4.361608,W,527,0,7.202563
118,T,08/03/2020,10:21:00,Unknown,57.480703,N,-4.361104,W,527,0,7.260809
119,T,08/03/2020,10:21:01,Unknown,57.480252,N,-4.360605,W,527,0,7.319197
120,T,08/03/2020,10:21:02,Unknown,57.479799,N,-4.360106,W,526,0,7.377841
121,T,08/03/2020,10:21:03,Unknown,57.479345,N,-4.359599,W,525,0,7.436789
122,T,08/03/2020,10:21:04,Unknown,57.478891,N,-4.359084,W,525,0,7.496007
123,T,08/03/2020,10:21:05,Unknown,57.478436,N,-4.358563,W,524,0,7.555475
124,T,08/03/2020,10:21:06,Unknown,57.47798,N,-4.358038,W,523,0,7.615189
125,T,08/03/2020,10:21:07,Unknown,57.477523,N,-4.357508,W,523,0,7.675157
126,T,08/03/2020,10:21:08,Unknown,57.477066,N,-4.356969,W,523,0,7.7353
127,T,08/03/2020,10:21:09,Unknown,57.476611,N,-4.356424,W,523,0,7.795557
128,T,08/03/2020,10:21:10,Unknown,57.476157,N,-4.355876,W,524,0,7.855827
129,T,08/03/2020,10:21:11,Unknown,57.475705,N,-4.355325,W,525,0,7.916033
130,T,08/03/2020,10:21:12,Unknown,57.475253,N,-4.354772,W,526,0,7.976202
131,T,08/03/2020,10:21:13,Unknown,57.474804,N,-4.354216,W,527,0,8.036276
132,T,08/03/2020,10:21:14,Unknown,57.474357,N,-4.353657,W,528,0,8.09625
133,T,08/03/2020,10:21:15,Unknown,57.473911,N,-4.3531,W,530,0,8.156007
134,T,08/03/2020,10:21:16,Unknown,57.473468,N,-4.352545,W,531,0,8.215471
135,T,08/03/2020,10:21:17,Unknown,57.473028,N,-4.35199,W,532,0,8.274637
136,T,08/03/2020,10:21:18,Unknown,57.472591,N,-4.351437,W,534,0,8.333529
137,T,08/03/2020,10:21:19,Unknown,57.472157,N,-4.350882,W,535,0,8.392119
138,T,08/03/2020,10:21:20,Unknown,57.471727,N,-4.350325,W,536,0,8.450512
139,T,08/03/2020,10:21:21,Unknown,57.4713,N,-4.349767,W,537,0,8.508611
140,T,08/03/2020,10:21:22,Unknown,57.470876,N,-4.349208,W,538,0,8.566433
141,T,08/03/2020,10:21:23,Unknown,57.470456,N,-4.348647,W,539,0,8.624002
142,T,08/03/2020,10:21:24,Unknown,57.470039,N,-4.348086,W,540,0,8.681308
143,T,08/03/2020,10:21:25,Unknown,57.469625,N,-4.347524,W,541,0,8.738384
144,T,08/03/2020,10:21:26,Unknown,57.469213,N,-4.346962,W,542,0,8.795214
145,T,08/03/2020,10:21:27,Unknown,57.468805,N,-4.346398,W,543,0,8.851833
146,T,08/03/2020,10:21:28,Unknown,57.4684,N,-4.345829,W,544,0,8.908365
147,T,08/03/2020,10:21:29,Unknown,57.467998,N,-4.34525,W,545,0,8.964919
148,T,08/03/2020,10:21:30,Unknown,57.4676,N,-4.344662,W,545,0,9.021527
149,T,08/03/2020,10:21:31,Unknown,57.467202,N,-4.344074,W,545,0,9.0781
150,T,08/03/2020,10:21:32,Unknown,57.466804,N,-4.343486,W,545,0,9.134651
151,T,08/03/2020,10:21:33,Unknown,57.466407,N,-4.342898,W,544,0,9.191234
152,T,08/03/2020,10:21:34,Unknown,57.466008,N,-4.342312,W,543,0,9.247803
153,T,08/03/2020,10:21:35,Unknown,57.465608,N,-4.341728,W,541,0,9.304425
154,T,08/03/2020,10:21:36,Unknown,57.465207,N,-4.341142,W,540,0,9.361218
155,T,08/03/2020,10:21:37,Unknown,57.464805,N,-4.34055,W,539,0,9.418214
156,T,08/03/2020,10:21:38,Unknown,57.464405,N,-4.339953,W,538,0,9.475371
157,T,08/03/2020,10:21:39,Unknown,57.464006,N,-4.339345,W,538,0,9.532758
158,T,08/03/2020,10:21:40,Unknown,57.463611,N,-4.338726,W,537,0,9.590314
159,T,08/03/2020,10:21:41,Unknown,57.46322,N,-4.338092,W,537,0,9.648035
160,T,08/03/2020,10:21:42,Unknown,57.462834,N,-4.337446,W,537,0,9.705894
161,T,08/03/2020,10:21:43,Unknown,57.462453,N,-4.336784,W,537,0,9.763914
162,T,08/03/2020,10:21:44,Unknown,57.462078,N,-4.336107,W,538,0,9.822142
163,T,08/03/2020,10:21:45,Unknown,57.461706,N,-4.33542,W,538,0,9.880455
164,T,08/03/2020,10:21:46,Unknown,57.461338,N,-4.334728,W,538,0,9.938744
165,T,08/03/2020,10:21:47,Unknown,57.460972,N,-4.334031,W,538,0,9.997045
166,T,08/03/2020,10:21:48,Unknown,57.460609,N,-4.333329,W,538,0,10.055366
167,T,08/03/2020,10:21:49,Unknown,57.460247,N,-4.332624,W,538,0,10.113694
168,T,08/03/2020,10:21:50,Unknown,57.459887,N,-4.331916,W,537,0,10.172071
169,T,08/03/2020,10:21:51,Unknown,57.459528,N,-4.331201,W,535,0,10.230625
170,T,08/03/2020,10:21:52,Unknown,57.459172,N,-4.330473,W,534,0,10.289536
171,T,08/03/2020,10:21:53,Unknown,57.458822,N,-4.329725,W,533,0,10.348869
172,T,08/03/2020,10:21:54,Unknown,57.458481,N,-4.328954,W,532,0,10.408684
173,T,08/03/2020,10:21:55,Unknown,57.458152,N,-4.328153,W,532,0,10.468998
174,T,08/03/2020,10:21:56,Unknown,57.45784,N,-4.32732,W,532,0,10.529819
175,T,08/03/2020,10:21:57,Unknown,57.457546,N,-4.326455,W,533,0,10.591075
176,T,08/03/2020,10:21:58,Unknown,57.457271,N,-4.325564,W,535,0,10.652566
177,T,08/03/2020,10:21:59,Unknown,57.457017,N,-4.324647,W,536,0,10.714348
178,T,08/03/2020,10:22:00,Unknown,57.456784,N,-4.323706,W,538,0,10.776403
179,T,08/03/2020,10:22:01,Unknown,57.456575,N,-4.322739,W,540,0,10.83882
180,T,08/03/2020,10:22:02,Unknown,57.456389,N,-4.321748,W,541,0,10.901681
181,T,08/03/2020,10:22:03,Unknown,57.456226,N,-4.320734,W,542,0,10.96502
182,T,08/03/2020,10:22:04,Unknown,57.45609,N,-4.319696,W,543,0,11.028977
183,T,08/03/2020,10:22:05,Unknown,57.455984,N,-4.318634,W,543,0,11.093698
184,T,08/03/2020,10:22:06,Unknown,57.455906,N,-4.317551,W,543,0,11.159099
185,T,08/03/2020,10:22:07,Unknown,57.455856,N,-4.316453,W,543,0,11.225083
186,T,08/03/2020,10:22:08,Unknown,57.455833,N,-4.315345,W,543,0,11.291524
187,T,08/03/2020,10:22:09,Unknown,57.455837,N,-4.314228,W,544,0,11.358389
188,T,08/03/2020,10:22:10,Unknown,57.455867,N,-4.313106,W,545,0,11.425656
189,T,08/03/2020,10:22:11,Unknown,57.455929,N,-4.311979,W,545,0,11.493486
190,T,08/03/2020,10:22:12,Unknown,57.456016,N,-4.310849,W,545,0,11.56185
191,T,08/03/2020,10:22:13,Unknown,57.456126,N,-4.309718,W,543,0,11.630713
192,T,08/03/2020,10:22:14,Unknown,57.456263,N,-4.308586,W,542,0,11.700163
193,T,08/03/2020,10:22:15,Unknown,57.456437,N,-4.30746,W,540,0,11.77033
194,T,08/03/2020,10:22:16,Unknown,57.456656,N,-4.306345,W,538,0,11.841387
195,T,08/03/2020,10:22:17,Unknown,57.456922,N,-4.305251,W,537,0,11.913287
196,T,08/03/2020,10:22:18,Unknown,57.457231,N,-4.304186,W,536,0,11.985771
197,T,08/03/2020,10:22:19,Unknown,57.457583,N,-4.303159,W,536,0,12.058663
198,T,08/03/2020,10:22:20,Unknown,57.457969,N,-4.302176,W,537,0,12.131613
199,T,08/03/2020,10:22:21,Unknown,57.458396,N,-4.30125,W,539,0,12.204619
200,T,08/03/2020,10:22:22,Unknown,57.458856,N,-4.300379,W,542,0,12.277686
201,T,08/03/2020,10:22:23,Unknown,57.459341,N,-4.29956,W,543,0,12.350595
202,T,08/03/2020,10:22:24,Unknown,57.459855,N,-4.298812,W,544,0,12.423342
203,T,08/03/2020,10:22:25,Unknown,57.460397,N,-4.298141,W,542,0,12.495822
204,T,08/03/2020,10:22:26,Unknown,57.460962,N,-4.297547,W,541,0,12.568075
205,T,08/03/2020,10:22:27,Unknown,57.461545,N,-4.297027,W,539,0,12.640048
206,T,08/03/2020,10:22:28,Unknown,57.462146,N,-4.296587,W,538,0,12.711882
207,T,08/03/2020,10:22:29,Unknown,57.46276,N,-4.296226,W,536,0,12.783554
208,T,08/03/2020,10:22:30,Unknown,57.463385,N,-4.295946,W,534,0,12.855116
209,T,08/03/2020,10:22:31,Unknown,57.464015,N,-4.295738,W,532,0,12.926428
210,T,08/03/2020,10:22:32,Unknown,57.464648,N,-4.295586,W,530,0,12.997494
211,T,08/03/2020,10:22:33,Unknown,57.465282,N,-4.295472,W,528,0,13.068395
212,T,08/03/2020,10:22:34,Unknown,57.465916,N,-4.295377,W,527,0,13.139126
213,T,08/03/2020,10:22:35,Unknown,57.466548,N,-4.295295,W,526,0,13.20965
214,T,08/03/2020,10:22:36,Unknown,57.467178,N,-4.295223,W,528,0,13.279903
215,T,08/03/2020,10:22:37,Unknown,57.467804,N,-4.295154,W,529,0,13.349726
216,T,08/03/2020,10:22:38,Unknown,57.468427,N,-4.295083,W,531,0,13.419211
217,T,08/03/2020,10:22:39,Unknown,57.469047,N,-4.295009,W,532,0,13.488407
218,T,08/03/2020,10:22:40,Unknown,57.469665,N,-4.294941,W,533,0,13.557304
219,T,08/03/2020,10:22:41,Unknown,57.470279,N,-4.294901,W,534,0,13.625751
220,T,08/03/2020,10:22:42,Unknown,57.470889,N,-4.294907,W,534,0,13.693642
221,T,08/03/2020,10:22:43,Unknown,57.471493,N,-4.294971,W,533,0,13.760987
222,T,08/03/2020,10:22:44,Unknown,57.472085,N,-4.295108,W,532,0,13.827354
223,T,08/03/2020,10:22:45,Unknown,57.472657,N,-4.295326,W,532,0,13.892378
224,T,08/03/2020,10:22:46,Unknown,57.473208,N,-4.295614,W,533,0,13.956085
225,T,08/03/2020,10:22:47,Unknown,57.473741,N,-4.295951,W,534,0,14.018753
226,T,08/03/2020,10:22:48,Unknown,57.474263,N,-4.296315,W,535,0,14.08078
227,T,08/03/2020,10:22:49,Unknown,57.47478,N,-4.296688,W,535,0,14.142559
228,T,08/03/2020,10:22:50,Unknown,57.475295,N,-4.297067,W,535,0,14.204167
229,T,08/03/2020,10:22:51,Unknown,57.475805,N,-4.297454,W,534,0,14.265543
230,T,08/03/2020,10:22:52,Unknown,57.47631,N,-4.297852,W,533,0,14.32661
231,T,08/03/2020,10:22:53,Unknown,57.47681,N,-4.298262,W,533,0,14.387374
232,T,08/03/2020,10:22:54,Unknown,57.477305,N,-4.298683,W,532,0,14.447954
233,T,08/03/2020,10:22:55,Unknown,57.477795,N,-4.299117,W,531,0,14.508358
234,T,08/03/2020,10:22:56,Unknown,57.47828,N,-4.299563,W,530,0,14.568637
235,T,08/03/2020,10:22:57,Unknown,57.478761,N,-4.300021,W,529,0,14.628803
236,T,08/03/2020,10:22:58,Unknown,57.479236,N,-4.300497,W,528,0,14.688795
237,T,08/03/2020,10:22:59,Unknown,57.479702,N,-4.300993,W,526,0,14.748594
238,T,08/03/2020,10:23:00,Unknown,57.480161,N,-4.301504,W,525,0,14.808161
239,T,08/03/2020,10:23:01,Unknown,57.480618,N,-4.302023,W,524,0,14.867722
240,T,08/03/2020,10:23:02,Unknown,57.481075,N,-4.302544,W,523,0,14.927399
241,T,08/03/2020,10:23:03,Unknown,57.481535,N,-4.303063,W,522,0,14.987289
242,T,08/03/2020,10:23:04,Unknown,57.481996,N,-4.30358,W,521,0,15.047254
243,T,08/03/2020,10:23:05,Unknown,57.482458,N,-4.304094,W,521,0,15.107174
244,T,08/03/2020,10:23:06,Unknown,57.48292,N,-4.304606,W,521,0,15.16706
245,T,08/03/2020,10:23:07,Unknown,57.483383,N,-4.305114,W,521,0,15.226841
246,T,08/03/2020,10:23:08,Unknown,57.483844,N,-4.305619,W,521,0,15.286455
247,T,08/03/2020,10:23:09,Unknown,57.484304,N,-4.306121,W,522,0,15.345811
248,T,08/03/2020,10:23:10,Unknown,57.484761,N,-4.306623,W,523,0,15.404884
249,T,08/03/2020,10:23:11,Unknown,57.485214,N,-4.307126,W,524,0,15.463604
250,T,08/03/2020,10:23:12,Unknown,57.485663,N,-4.307631,W,525,0,15.522004
251,T,08/03/2020,10:23:13,Unknown,57.486108,N,-4.308139,W,526,0,15.580145
252,T,08/03/2020,10:23:14,Unknown,57.486548,N,-4.308654,W,527,0,15.637979
253,T,08/03/2020,10:23:15,Unknown,57.486983,N,-4.309175,W,527,0,15.695601
254,T,08/03/2020,10:23:16,Unknown,57.487415,N,-4.309702,W,528,0,15.753065
255,T,08/03/2020,10:23:17,Unknown,57.487844,N,-4.310234,W,529,0,15.810431
256,T,08/03/2020,10:23:18,Unknown,57.48827,N,-4.310769,W,529,0,15.86768
257,T,08/03/2020,10:23:19,Unknown,57.488696,N,-4.311306,W,530,0,15.924951
258,T,08/03/2020,10:23:20,Unknown,57.489123,N,-4.311842,W,530,0,15.982273
259,T,08/03/2020,10:23:21,Unknown,57.489552,N,-4.312376,W,531,0,16.039785
260,T,08/03/2020,10:23:22,Unknown,57.489984,N,-4.312907,W,532,0,16.097449
261,T,08/03/2020,10:23:23,Unknown,57.490423,N,-4.313432,W,533,0,16.155491
262,T,08/03/2020,10:23:24,Unknown,57.490869,N,-4.313947,W,533,0,16.213896
263,T,08/03/2020,10:23:25,Unknown,57.491319,N,-4.314453,W,533,0,16.272503
264,T,08/03/2020,10:23:26,Unknown,57.491772,N,-4.314956,W,534,0,16.3312
265,T,08/03/2020,10:23:27,Unknown,57.492226,N,-4.315457,W,534,0,16.389986
266,T,08/03/2020,10:23:28,Unknown,57.492682,N,-4.315961,W,535,0,16.448955
267,T,08/03/2020,10:23:29,Unknown,57.493137,N,-4.316469,W,536,0,16.508051
268,T,08/03/2020,10:23:30,Unknown,57.493595,N,-4.316975,W,536,0,16.567357
269,T,08/03/2020,10:23:31,Unknown,57.494055,N,-4.317481,W,536,0,16.626778
270,T,08/03/2020,10:23:32,Unknown,57.494511,N,-4.317993,W,537,0,16.686085
271,T,08/03/2020,10:23:33,Unknown,57.494963,N,-4.318513,W,538,0,16.74522
272,T,08/03/2020,10:23:34,Unknown,57.495409,N,-4.319043,W,539,0,16.804136
273,T,08/03/2020,10:23:35,Unknown,57.495849,N,-4.31958,W,541,0,16.862726
274,T,08/03/2020,10:23:36,Unknown,57.496285,N,-4.320121,W,543,0,16.921097
275,T,08/03/2020,10:23:37,Unknown,57.49672,N,-4.320662,W,545,0,16.979302
276,T,08/03/2020,10:23:38,Unknown,57.497156,N,-4.321201,W,544,0,17.037588
277,T,08/03/2020,10:23:39,Unknown,57.497597,N,-4.321737,W,543,0,17.096195
278,T,08/03/2020,10:23:40,Unknown,57.49804,N,-4.322276,W,541,0,17.155154
279,T,08/03/2020,10:23:41,Unknown,57.498485,N,-4.322822,W,538,0,17.214498
280,T,08/03/2020,10:23:42,Unknown,57.498932,N,-4.323374,W,536,0,17.274247
281,T,08/03/2020,10:23:43,Unknown,57.499383,N,-4.323932,W,533,0,17.334483
282,T,08/03/2020,10:23:44,Unknown,57.499839,N,-4.324487,W,531,0,17.39512
283,T,08/03/2020,10:23:45,Unknown,57.500301,N,-4.325036,W,529,0,17.456137
284,T,08/03/2020,10:23:46,Unknown,57.500768,N,-4.325575,W,527,0,17.517353
285,T,08/03/2020,10:23:47,Unknown,57.501241,N,-4.326098,W,527,0,17.578587
286,T,08/03/2020,10:23:48,Unknown,57.501717,N,-4.326608,W,526,0,17.639681
287,T,08/03/2020,10:23:49,Unknown,57.502192,N,-4.327111,W,526,0,17.700511
288,T,08/03/2020,10:23:50,Unknown,57.502664,N,-4.327612,W,526,0,17.761065
289,T,08/03/2020,10:23:51,Unknown,57.503134,N,-4.328113,W,526,0,17.821322
290,T,08/03/2020,10:23:52,Unknown,57.503601,N,-4.328615,W,526,0,17.881365
291,T,08/03/2020,10:23:53,Unknown,57.504066,N,-4.329119,W,526,0,17.941214
292,T,08/03/2020,10:23:54,Unknown,57.504528,N,-4.329626,W,525,0,18.000929
293,T,08/03/2020,10:23:55,Unknown,57.504986,N,-4.330139,W,525,0,18.060489
294,T,08/03/2020,10:23:56,Unknown,57.505441,N,-4.330656,W,524,0,18.119832
295,T,08/03/2020,10:23:57,Unknown,57.505894,N,-4.331175,W,524,0,18.179003
296,T,08/03/2020,10:23:58,Unknown,57.506344,N,-4.331692,W,524,0,18.237885
297,T,08/03/2020,10:23:59,Unknown,57.506793,N,-4.332203,W,524,0,18.296496
298,T,08/03/2020,10:24:00,Unknown,57.507242,N,-4.332708,W,525,0,18.354847
299,T,08/03/2020,10:24:01,Unknown,57.507688,N,-4.333209,W,526,0,18.412864
300,T,08/03/2020,10:24:02,Unknown,57.508134,N,-4.333703,W,527,0,18.470603
301,T,08/03/2020,10:24:03,Unknown,57.508582,N,-4.334184,W,529,0,18.528214
302,T,08/03/2020,10:24:04,Unknown,57.509036,N,-4.334645,W,530,0,18.585814
303,T,08/03/2020,10:24:05,Unknown,57.5095,N,-4.335081,W,531,0,18.643568
